run,table,token_role,object_type,after_change_status,_rkl_bin,_nll_bin,_entropy_bin,_teacher_stance,_offline_risk_bin,count,share,object_token_count,hallucinated_object_token_rate,hallucination_rate,removed_rate,offline_risk_tail_rate,rkl_base_to_teacher,rkl_base_to_teacher_mean,base_nll,base_nll_mean,base_entropy,base_entropy_mean,teacher_minus_base_nll,teacher_minus_base_nll_mean,rkl_after_to_base,rkl_after_to_base_mean,jsd_after_base,jsd_after_base_mean,delta_logp_after_base,delta_logp_after_base_mean,delta_entropy_after_base,delta_entropy_after_base_mean,after_base_top1_match_rate,after_base_topk_jaccard,after_base_topk_jaccard_mean,stable_rate,sharpen_same_top1_rate,reshape_topk_rate,suppress_emitted_rate,boost_emitted_rate,after_base_topk_jaccard_p50,after_base_topk_jaccard_p75,after_base_topk_jaccard_p90,after_mass_on_base_topk,after_mass_on_base_topk_p50,after_mass_on_base_topk_p75,after_mass_on_base_topk_p90,after_selected_rank,after_selected_rank_p50,after_selected_rank_p75,after_selected_rank_p90,after_teacher_top1_match_rate,base_entropy_p50,base_entropy_p75,base_entropy_p90,base_nll_p50,base_nll_p75,base_nll_p90,base_selected_rank,base_selected_rank_p50,base_selected_rank_p75,base_selected_rank_p90,base_teacher_top1_match_rate,delta_after_base_mass_on_teacher_topk,delta_after_base_mass_on_teacher_topk_p50,delta_after_base_mass_on_teacher_topk_p75,delta_after_base_mass_on_teacher_topk_p90,delta_entropy_after_base_p50,delta_entropy_after_base_p75,delta_entropy_after_base_p90,delta_logp_after_base_p50,delta_logp_after_base_p75,delta_logp_after_base_p90,delta_top1_margin_after_base,delta_top1_margin_after_base_p50,delta_top1_margin_after_base_p75,delta_top1_margin_after_base_p90,delta_top1_prob_after_base,delta_top1_prob_after_base_p50,delta_top1_prob_after_base_p75,delta_top1_prob_after_base_p90,emit_in_after_topk_rate,emit_in_base_topk_rate,emit_in_teacher_topk_rate,jsd_after_base_p50,jsd_after_base_p75,jsd_after_base_p90,jsd_base_teacher,jsd_base_teacher_p50,jsd_base_teacher_p75,jsd_base_teacher_p90,mechanism_stable_rate,riskmask_entropy_selected_rate,riskmask_nll_selected_rate,rkl_after_to_base_p50,rkl_after_to_base_p75,rkl_after_to_base_p90,rkl_base_to_teacher_p50,rkl_base_to_teacher_p75,rkl_base_to_teacher_p90,teacher_entropy,teacher_entropy_p50,teacher_entropy_p75,teacher_entropy_p90,teacher_minus_base_nll_p50,teacher_minus_base_nll_p75,teacher_minus_base_nll_p90,teacher_nll,teacher_nll_p50,teacher_nll_p75,teacher_nll_p90,unique_images,after_base_topk_jaccard_mean_p50,after_base_topk_jaccard_mean_p75,after_base_topk_jaccard_mean_p90,base_entropy_mean_p50,base_entropy_mean_p75,base_entropy_mean_p90,base_nll_mean_p50,base_nll_mean_p75,base_nll_mean_p90,delta_entropy_after_base_mean_p50,delta_entropy_after_base_mean_p75,delta_entropy_after_base_mean_p90,delta_logp_after_base_mean_p50,delta_logp_after_base_mean_p75,delta_logp_after_base_mean_p90,jsd_after_base_mean_p50,jsd_after_base_mean_p75,jsd_after_base_mean_p90,mechanism_boost_emitted_frac,mechanism_boost_emitted_frac_p50,mechanism_boost_emitted_frac_p75,mechanism_boost_emitted_frac_p90,mechanism_reshape_topk_frac,mechanism_reshape_topk_frac_p50,mechanism_reshape_topk_frac_p75,mechanism_reshape_topk_frac_p90,mechanism_sharpen_same_top1_frac,mechanism_sharpen_same_top1_frac_p50,mechanism_sharpen_same_top1_frac_p75,mechanism_sharpen_same_top1_frac_p90,mechanism_stable_frac,mechanism_stable_frac_p50,mechanism_stable_frac_p75,mechanism_stable_frac_p90,mechanism_suppress_emitted_frac,mechanism_suppress_emitted_frac_p50,mechanism_suppress_emitted_frac_p75,mechanism_suppress_emitted_frac_p90,mechanism_unknown_rate,removed_correct_rate,removed_hallucination_rate,riskmask_nll_selected_token_frac,riskmask_nll_selected_token_frac_p50,riskmask_nll_selected_token_frac_p75,riskmask_nll_selected_token_frac_p90,rkl_after_to_base_mean_p50,rkl_after_to_base_mean_p75,rkl_after_to_base_mean_p90,rkl_base_to_teacher_mean_p50,rkl_base_to_teacher_mean_p75,rkl_base_to_teacher_mean_p90,teacher_entropy_mean,teacher_entropy_mean_p50,teacher_entropy_mean_p75,teacher_entropy_mean_p90,teacher_minus_base_nll_mean_p50,teacher_minus_base_nll_mean_p75,teacher_minus_base_nll_mean_p90,teacher_nll_mean,teacher_nll_mean_p50,teacher_nll_mean_p75,teacher_nll_mean_p90,mechanism_boost_emitted_rate,mechanism_reshape_topk_rate,mechanism_sharpen_same_top1_rate,mechanism_suppress_emitted_rate
frozen_rkl_s312,token_role_x_rkl_nll,unknown_object,,,lowRKL,lowNLL,,,,5,8.7187759e-06,0,,,,0,0.0017693365,,0.031383543,,0.13495491,,0.005358895,,0.0012047657,,0.0003180907,,0.00038573499,,-0.006814595,,1,0.93333333,,1,0,0,0,0,1,1,1,0.99994781,0.99999917,0.99999982,0.99999993,1,1,1,1,1,0.047840934,0.10198709,0.34517681,0.0076597077,0.016851099,0.084813044,1,1,1,1,1,-1.8358231e-06,-5.9604645e-08,5.9604645e-08,1.3113022e-07,-0.0025018016,-0.00044475993,-0.00026575973,0.00034943223,0.00039962132,0.0014021446,0.24999997,0.25000003,0.49999959,0.72499991,0.00037753582,0.00030690432,0.00039881468,0.0013936281,1,1,1,0.00020158406,0.00024111316,0.00077335072,0.00045663578,0.00033643446,0.00071565958,0.00098790666,1,0,0,0.00077180337,0.0009353697,0.0029199157,0.0015459338,0.0027857705,0.0036662163,0.14783477,0.030537639,0.14284873,0.38825408,-2.9204384e-05,0.010895789,0.016251177,0.036742438,0.0043516704,0.027746888,0.10106422,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen_rkl_s312,token_role_x_rkl_nll,unknown_token,,,highRKL,highNLL,,,,834,0.0014542918,0,,,,1,0.16474554,,1.0487216,,1.476746,,-0.068781385,,0.098911712,,0.021759374,,0.091449697,,-0.039337677,,0.78057554,0.87511201,,0.15707434,0.32733813,0.2206235,0.17026379,0.12470024,0.9047619,0.9047619,1,0.9887254,0.99873528,0.99985871,0.99999073,1.3657074,1,1,2,0.78417266,1.4002634,1.7714998,2.1902306,0.85140157,1.226124,1.7692317,1.4328537,1,2,2,0.71582734,0.0027529378,3.0040741e-05,0.00081095099,0.0040092945,-0.028599203,0.047745913,0.14132583,0.054720148,0.2298015,0.47567038,0.074940049,0,0.37499992,0.75,0.01816658,0.01059702,0.073162742,0.14625219,1,1,1,0.0089036925,0.02095432,0.047981202,0.032534831,0.015315607,0.034181843,0.071938597,0.15707434,0.98681055,1,0.035975402,0.083770707,0.19975803,0.063550413,0.1439635,0.31783829,1.4314028,1.3666428,1.7477413,2.1921746,-0.075611189,0.18142591,0.38970625,0.97994017,0.8297163,1.182328,1.7804297,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12470024,0.2206235,0.32733813,0.17026379
frozen_rkl_s312,token_role_x_rkl_nll,unknown_token,,,highRKL,lowNLL,,,,520,0.00090675269,0,,,,0.50769231,0.082840957,,0.20967786,,0.65469869,,0.065197837,,0.052490417,,0.011597956,,-0.027994021,,0.004362265,,0.97884615,0.87801915,,0.30576923,0.41538462,0.021153846,0.25192308,0.0057692308,0.9047619,0.9047619,1,0.99817782,0.99988461,0.99999207,0.99999934,1.0192308,1,1,1,0.97115385,0.65791333,0.86423984,1.0354928,0.20604476,0.3076207,0.37026433,1,1,1,1,0.97115385,0.0001038549,1.5199184e-06,5.9321523e-05,0.00051132441,-0.00035624142,0.10671531,0.21417862,0.00012302957,0.052972054,0.11385169,0.014903853,5.5879354e-09,0.49999991,0.87500007,-0.0073574402,0.0001860857,0.044287175,0.093613553,1,1,1,0.0046225602,0.010133659,0.023851814,0.019607075,0.01032743,0.01793701,0.038620543,0.30576923,0.54615385,0.50769231,0.019072882,0.041712734,0.097450118,0.043479325,0.074223472,0.16580048,0.6957112,0.67176804,0.9257586,1.1603127,0.043304279,0.12527767,0.26254233,0.2748757,0.20733765,0.35757621,0.55079325,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0057692308,0.021153846,0.41538462,0.25192308
frozen_rkl_s312,token_role_x_rkl_nll,unknown_token,,,lowRKL,highNLL,,,,419,0.00073063342,0,,,,0.48687351,0.0071521372,,0.78503344,,1.1391952,,0.0066607119,,0.020571312,,0.0048548486,,0.020260804,,-0.0077159356,,0.87350835,0.9199751,,0.33412888,0.21479714,0.12649165,0.21718377,0.10739857,0.9047619,1,1,0.99761045,0.99985451,0.99998552,0.99999934,1.2124105,1,1,2,0.87350835,1.085423,1.3354362,1.6586133,0.68544865,0.85720021,1.1700042,1.2052506,1,1,2,0.90930788,0.00010663029,1.7881393e-06,5.5670738e-05,0.00053777695,-0.0017042756,0.02315098,0.055914235,0.00045502186,0.093617588,0.17392111,0.02267303,0,0.24999994,0.27500005,0.0038963365,0.00012606382,0.037642717,0.063166702,1,1,1,0.0019356513,0.0041504728,0.0086687554,0.0017787645,0.0018825539,0.002468626,0.0032878934,0.33412888,0.37708831,0.48687351,0.0077406256,0.016870944,0.03356695,0.007569788,0.0098447721,0.0131262,1.1390817,1.0857317,1.3518763,1.6483307,-0.00095772743,0.064075589,0.11721123,0.79169415,0.68404442,0.88883328,1.1444955,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10739857,0.12649165,0.21479714,0.21718377
frozen_rkl_s312,token_role_x_rkl_nll,unknown_token,,,lowRKL,lowNLL,,,,2568,0.0044779633,0,,,,0.0019470405,0.0022698418,,0.0564966,,0.18823655,,0.00085228387,,0.0040570756,,0.00092003595,,-0.00059332785,,-0.0018904726,,1,0.9059357,,0.79595016,0.16549844,0.0007788162,0.037772586,0,0.9047619,1,1,0.99975401,0.99999928,1,1,1,1,1,1,1,0.046101768,0.28915539,0.61812257,0.0068571365,0.070144061,0.20360851,1,1,1,1,1,5.9546154e-06,5.9604645e-08,8.3446503e-07,1.9305944e-05,-6.2953081e-06,0.0011827881,0.037029313,3.5762756e-07,0.0015297616,0.016808674,0.050963782,1.2040982e-07,0.25000014,0.50000051,-0.00017977791,3.5762787e-07,0.0014996827,0.014893156,1,1,1,4.597925e-05,0.00060259763,0.0020731937,0.00055721245,7.0468705e-05,0.00075323408,0.0019612881,0.79595016,0.011682243,0.0019470405,0.00017746911,0.0023863607,0.0084399752,0.00027727715,0.0030820398,0.007999105,0.18913938,0.045345873,0.29614514,0.62541764,0,0.0011270593,0.017560794,0.057348884,0.0066669756,0.0692895,0.19999127,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007788162,0.16549844,0.037772586
frozen_rkl_s312,token_role_x_rkl_entropy,correct_object,,,highRKL,,highEnt,,,2273,0.0039635555,2273,0,,,0.98328201,0.13968534,,0.92419109,,1.4486487,,-0.035693302,,0.087662817,,0.021282128,,0.068061062,,-0.051988274,,0.80862297,0.86968581,,0.16058073,0.3699956,0.19181698,0.19401672,0.083589969,0.9047619,0.9047619,1,0.98713006,0.99824518,0.99969602,0.9999615,1.3528377,1,1,2,0.82270128,1.3089288,1.6703058,2.1567813,0.74387163,1.1237223,1.6955019,1.4153102,1,2,2,0.77386714,0.0016140372,7.4207783e-05,0.00098401308,0.0050042391,-0.040679574,0.056453466,0.17130516,0.051793173,0.22251087,0.45244755,0.10520238,5.9604645e-08,0.37500004,0.75000003,0.022594872,0.016223013,0.082645655,0.15683981,1,1,1,0.01020101,0.023694202,0.051275039,0.029329427,0.014725475,0.031843774,0.06566924,0.16058073,1,0.98328201,0.04030747,0.093236387,0.21092637,0.062984221,0.1349259,0.2983314,1.3904909,1.2884536,1.654377,2.1396998,-0.061490834,0.16295904,0.39175651,0.88849779,0.71679062,1.1046042,1.6885467,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083589969,0.19181698,0.3699956,0.19401672
frozen_rkl_s312,token_role_x_rkl_entropy,correct_object,,,highRKL,,lowEnt,,,2025,0.0035311042,2025,0,,,0.48049383,0.10681442,,0.37346992,,0.54046485,,-0.0028957754,,0.056425435,,0.012809793,,0.031714147,,-0.002251344,,0.93925926,0.86741698,,0.26864198,0.41432099,0.062716049,0.21037037,0.043950617,0.9047619,0.9047619,1,0.9994344,0.99994755,0.99999583,0.99999952,1.1076543,1,1,1,0.94123457,0.58118832,0.72386128,0.81490866,0.18878376,0.34290963,0.74701209,1.1669136,1,1,1,0.9091358,7.3813053e-05,2.0265579e-06,4.5418739e-05,0.00025779009,-0.010145962,0.081654906,0.20092133,0.0065750256,0.070592843,0.20749823,0.046172842,2.9802322e-08,0.50000003,1,-0.0016686528,0.0022425652,0.049379408,0.10264564,1,0.99950617,1,0.0046172943,0.011200357,0.028721869,0.02234735,0.0099144764,0.020618699,0.045427941,0.26864198,0.45135802,0.48049383,0.01841899,0.045175105,0.12286156,0.041386232,0.086595468,0.1890691,0.57089932,0.58166432,0.74501181,0.92000693,0.0035324246,0.12822202,0.28228052,0.37057415,0.202242,0.39039162,0.77542174,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043950617,0.062716049,0.41432099,0.21037037
frozen_rkl_s312,token_role_x_rkl_entropy,correct_object,,,lowRKL,,highEnt,,,783,0.0013653603,783,0,,,0.43933589,0.0083136268,,0.66838508,,1.2307705,,-0.0061353668,,0.02092907,,0.0052723189,,0.032765597,,-0.036573038,,0.91443167,0.91546242,,0.29885057,0.3844189,0.085568327,0.15836526,0.072796935,0.9047619,1,1,0.99460572,0.99910861,0.99984694,0.99996889,1.1226054,1,1,2,0.90804598,1.1318823,1.3626071,1.669259,0.60564196,0.8295804,1.0759086,1.1404853,1,1,2,0.94508301,0.00024160343,2.5749207e-05,0.00031220913,0.0014637589,-0.028270364,0.022437036,0.077358508,0.031255782,0.096539296,0.19129251,0.068486589,5.9604645e-08,0.25,0.49999993,0.016978042,0.014919698,0.052060857,0.087692153,1,1,1,0.0025941404,0.0056886002,0.01144352,0.0020549715,0.001964163,0.0029967937,0.0036512391,0.29885057,0.51851852,0.43933589,0.010233956,0.022402263,0.045517208,0.0079011535,0.012040408,0.014700522,1.2227329,1.1330271,1.3769287,1.6466992,-0.0065586567,0.041931182,0.08895185,0.66224971,0.60176408,0.82397577,1.0592669,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072796935,0.085568327,0.3844189,0.15836526
frozen_rkl_s312,token_role_x_rkl_entropy,correct_object,,,lowRKL,,lowEnt,,,10964,0.019118532,10964,0,,,0.011218533,0.0020911874,,0.066360942,,0.15831593,,6.6283522e-05,,0.0040498477,,0.00096036574,,0.0021459918,,-0.0028779062,,0.99534841,0.90400581,,0.79505655,0.16371762,0.0048340022,0.031101788,0.0052900401,0.9047619,1,1,0.999831,0.99999881,0.99999994,1,1.0102152,1,1,1,0.99553083,0.031545864,0.23203122,0.5696753,0.0042581963,0.04976228,0.18521808,1.0114009,1,1,1,0.9976286,1.4021416e-05,5.9604645e-08,2.0265579e-06,2.9069185e-05,-4.3135028e-06,0.0011405256,0.031139057,2.3841847e-07,0.0013670968,0.016638274,0.069996124,2.30968e-07,0.37499952,0.62500012,0.00058429655,2.3841858e-07,0.0012872368,0.015003508,1,1,0.99990879,4.6481102e-05,0.00055563706,0.0021417688,0.00051253849,5.3807216e-05,0.00061557605,0.0018292291,0.79505655,0.0011856987,0.011218533,0.00018407948,0.0021937379,0.0084633384,0.00022456172,0.0025634504,0.0074937378,0.15864588,0.030053958,0.23353203,0.56615338,0,0.00059154234,0.01371744,0.066427226,0.0041534358,0.050479617,0.18675857,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0052900401,0.0048340022,0.16371762,0.031101788
frozen_rkl_s312,token_role_x_rkl_entropy,hallucinated_object,,,highRKL,,highEnt,,,737,0.0012851476,737,1,,,0.99185889,0.17589944,,1.1130811,,1.5508757,,-0.0090527585,,0.098495631,,0.02359271,,0.032531738,,-0.022132569,,0.81953867,0.86658172,,0.13839891,0.34871099,0.18317503,0.23202171,0.097693351,0.9047619,0.9047619,1,0.9834268,0.9965871,0.99935758,0.99991536,1.7164179,1,2,3,0.78968792,1.4384065,1.8184417,2.2499668,0.85819614,1.3370367,2.0422381,1.7272727,1,2,3,0.75712347,0.0015213407,8.9943409e-05,0.0015118122,0.006184721,-0.02588737,0.090493917,0.22054415,0.032847643,0.22824949,0.47672684,0.054782901,0,0.37499997,0.75000008,0.0099759775,0.0097169876,0.072889388,0.15249939,0.9972863,0.99592944,0.99321574,0.012106964,0.026012199,0.052093471,0.036106991,0.016590392,0.037428383,0.077872336,0.13839891,1,0.99185889,0.049411304,0.10365151,0.21957869,0.071580276,0.16655518,0.34579834,1.499849,1.4006667,1.7981637,2.3213954,-0.062732607,0.20791805,0.5801296,1.1040284,0.84627634,1.3530192,2.1267108,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097693351,0.18317503,0.34871099,0.23202171
frozen_rkl_s312,token_role_x_rkl_entropy,hallucinated_object,,,highRKL,,lowEnt,,,414,0.00072191464,414,1,,,0.5,0.11016297,,0.47299035,,0.57327736,,0.032049372,,0.087022161,,0.01690745,,0.042346631,,0.066284818,,0.93961353,0.86305144,,0.26328502,0.32850242,0.062801932,0.28502415,0.060386473,0.9047619,0.9047619,1,0.9973857,0.99988881,0.99998631,0.99999818,1.1714976,1,1,2,0.91545894,0.61425659,0.74832664,0.83411889,0.20061669,0.38871153,1.0100711,1.2657005,1,1,2,0.91062802,-0.0015673488,3.5762787e-07,3.4704804e-05,0.00019133687,0.018907189,0.12409435,0.3145748,-0.0056238528,0.077804202,0.23849793,-0.12530193,-0.12500001,0.37500015,0.87499983,-0.026455665,-0.014319539,0.03836529,0.09685626,1,0.99758454,0.99758454,0.0058350069,0.014895142,0.034237165,0.026124574,0.010522351,0.023306581,0.054450569,0.26328502,0.5,0.5,0.023127099,0.06219091,0.15339708,0.042461352,0.10235059,0.227339,0.64965862,0.6466769,0.81831598,0.97179335,0.042086616,0.15191715,0.38012056,0.50503972,0.24557134,0.5258753,0.92438755,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060386473,0.062801932,0.32850242,0.28502415
frozen_rkl_s312,token_role_x_rkl_entropy,hallucinated_object,,,lowRKL,,highEnt,,,188,0.00032782597,188,1,,,0.50531915,0.0083230032,,0.78997685,,1.2989633,,-0.0019537303,,0.023485988,,0.005784789,,0.0010131637,,-0.013760819,,0.90425532,0.90487604,,0.29787234,0.32446809,0.095744681,0.19680851,0.085106383,0.9047619,1,1,0.99311905,0.99834403,0.99967889,0.99996226,1.5212766,1,1,2,0.87765957,1.2130227,1.4510385,1.7023746,0.63913807,0.87360957,1.1792002,1.5638298,1,1,2,0.93085106,0.00010757148,3.0130148e-05,0.00034295022,0.0013289392,-0.011634231,0.031778842,0.098398858,0.015223742,0.089773633,0.17090696,0.031914895,0,0.25,0.49999993,0.0069634299,0.0090035498,0.048927918,0.083365425,0.99468085,0.99468085,0.99468085,0.0029516916,0.0065468253,0.013157849,0.0020609891,0.0020634041,0.0028176201,0.0035253163,0.29787234,0.57978723,0.50531915,0.011649076,0.026796727,0.051349318,0.0083141243,0.011372671,0.014449265,1.288373,1.1936578,1.4142411,1.720083,-0.0088553801,0.049471378,0.10663456,0.78802312,0.65275979,0.90089153,1.1669143,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085106383,0.095744681,0.32446809,0.19680851
frozen_rkl_s312,token_role_x_rkl_entropy,hallucinated_object,,,lowRKL,,lowEnt,,,1611,0.0028091896,1611,1,,,0.012414649,0.0025078162,,0.081071221,,0.19380193,,0.00030248841,,0.0057839066,,0.0013323007,,-0.0045796427,,0.0028155343,,0.99193048,0.90656148,,0.76536313,0.1663563,0.0086902545,0.057107387,0.0024829299,0.9047619,1,1,0.99978382,0.99999589,0.99999982,1,1.0155183,1,1,1,0.99255121,0.068426758,0.32420757,0.61837059,0.01095672,0.078890741,0.20972876,1.0111732,1,1,1,0.99689634,2.075914e-06,5.9604645e-08,2.771616e-06,3.3378601e-05,-4.0534505e-06,0.0068959971,0.051726073,1.1920926e-07,0.0014830865,0.017148357,0.028631279,5.2154064e-08,0.25000012,0.50000028,-0.0025630269,1.1920929e-07,0.0014757514,0.017035842,1,1,1,9.6392803e-05,0.00075666231,0.0027506948,0.00061780884,0.00013413135,0.00087384743,0.0020218403,0.76536313,0.00062073246,0.012414649,0.00038797688,0.003125129,0.011505369,0.00054552703,0.0035302418,0.0080480697,0.19488072,0.069313727,0.32587864,0.61793202,-1.1920906e-07,0.001713105,0.020920284,0.081373709,0.01097877,0.079110373,0.21539764,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024829299,0.0086902545,0.1663563,0.057107387
frozen_rkl_s312,token_role_x_rkl_entropy,non_object_token,,,highRKL,,highEnt,,,108123,0.18854004,0,,,,0.98716277,0.1166107,,0.97000625,,1.4870539,,-0.024698552,,0.069519797,,0.016678498,,0.049396807,,-0.029682759,,0.8228499,0.88168761,,0.16194519,0.33905829,0.17843567,0.21789998,0.10266086,0.9047619,0.9047619,1,0.98963892,0.99813598,0.99970609,0.99995804,1.4315363,1,1,2,0.82756675,1.3855565,1.7409915,2.1249824,0.80179071,1.2098446,1.7258761,1.4844853,1,2,2,0.77306401,0.00093261087,4.4345856e-05,0.00073981285,0.0034910917,-0.023123741,0.058532059,0.15828147,0.039698422,0.1786439,0.37594059,0.056626481,0,0.25000009,0.625,0.012553191,0.010253549,0.065831348,0.1256057,0.99919536,0.99920461,0.9988809,0.0082468092,0.018024029,0.03749215,0.025255201,0.012865053,0.026545224,0.054501074,0.16194519,1,0.98716277,0.032941014,0.072380222,0.15291558,0.052943707,0.11108191,0.23768129,1.4512629,1.3721607,1.729573,2.1167227,-0.046862662,0.1656903,0.37167025,0.94530769,0.78311545,1.1909044,1.7112548,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10266086,0.17843567,0.33905829,0.21789998
frozen_rkl_s312,token_role_x_rkl_entropy,non_object_token,,,highRKL,,lowEnt,,,57112,0.099589346,0,,,,0.49597283,0.086717905,,0.36486845,,0.58628714,,0.0076533082,,0.048723089,,0.010567054,,0.020955558,,0.012760553,,0.94787435,0.88104109,,0.28697997,0.37459728,0.053894103,0.23529206,0.049236588,0.9047619,0.9047619,1,0.99925765,0.99995559,0.99999571,0.99999964,1.1089263,1,1,1,0.93973246,0.62971666,0.75265911,0.83209156,0.20840733,0.35091531,0.70399393,1.1284319,1,1,1,0.91700518,-1.6205553e-05,6.5565109e-07,2.425909e-05,0.00019901991,-0.00028155744,0.090331286,0.2028923,0.0026547618,0.065384382,0.16788036,-0.011057221,0,0.37500013,0.75000007,-0.008042954,0,0.043775022,0.090632772,0.99975487,0.9996323,0.99964981,0.0040566744,0.0095729735,0.022213143,0.019570741,0.0085593187,0.016962109,0.036638387,0.28697997,0.49245342,0.49597283,0.016214024,0.038967663,0.094569907,0.035425236,0.069511088,0.15345829,0.62407063,0.63553491,0.79497559,0.95864152,0.0095285028,0.12907343,0.25821544,0.37252175,0.22946689,0.42064106,0.74386081,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049236588,0.053894103,0.37459728,0.23529206
frozen_rkl_s312,token_role_x_rkl_entropy,non_object_token,,,lowRKL,,highEnt,,,58701,0.10236017,0,,,,0.44247969,0.0078424304,,0.71174018,,1.2653889,,-0.0022884919,,0.015915829,,0.0039413418,,0.010355731,,-0.01281141,,0.91995026,0.92477516,,0.34580331,0.29544641,0.080066779,0.20607826,0.072605237,0.9047619,1,1,0.99646099,0.99939501,0.99990094,0.99998355,1.1599632,1,1,2,0.92046132,1.1738405,1.4276185,1.7251716,0.62756389,0.88338929,1.1775919,1.1670159,1,1,2,0.94713889,9.4772211e-05,6.1988831e-06,0.00012886524,0.00064146519,-0.0099287033,0.03325057,0.08308661,0.0086015463,0.07255131,0.14661014,0.021364627,0,0.12500016,0.37499994,0.0049454471,0.0038682222,0.035632193,0.067073524,0.99998296,0.99998296,0.99998296,0.0021452028,0.0044290666,0.0083215404,0.0019451137,0.0018942521,0.002782939,0.0035050488,0.34580331,0.50074104,0.44247969,0.0085807294,0.017702952,0.033509508,0.0076201968,0.011244366,0.014172343,1.2615551,1.1740627,1.4274211,1.7238078,-0.0028825402,0.047773123,0.097234547,0.70945169,0.62852168,0.88008898,1.177532,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.072605237,0.080066779,0.29544641,0.20607826
frozen_rkl_s312,token_role_x_rkl_entropy,non_object_token,,,lowRKL,,lowEnt,,,326193,0.56880073,0,,,,0.015233313,0.0024277988,,0.095518697,,0.23065044,,0.00033166439,,0.0040261206,,0.00095119723,,0.00079398485,,-0.0015561855,,0.99359275,0.91614734,,0.75751779,0.18405361,0.0068916255,0.044541115,0.0069958583,0.9047619,1,1,0.99985856,0.99999821,0.99999994,1,1.0134859,1,1,1,0.99367859,0.1046994,0.41955456,0.68550065,0.018201234,0.11127928,0.26868509,1.0142554,1,1,1,0.99586135,4.4803123e-06,5.9604645e-08,1.2516975e-06,1.8715858e-05,-1.0743737e-05,0.0049766935,0.044339871,7.1525415e-07,0.0027143359,0.023395112,0.047084279,7.6368451e-08,0.25000004,0.50000006,2.6925054e-05,6.5565109e-07,0.002491951,0.020052183,0.99998774,0.99998161,0.99998774,0.00010762373,0.00076444703,0.002152418,0.00059948164,0.00012927789,0.00086085673,0.0019475692,0.75751779,0.001355026,0.015233313,0.00042893449,0.0030766623,0.0085877173,0.0005270422,0.0034936741,0.0079041637,0.2314723,0.10455097,0.41979465,0.68559382,0,0.001963531,0.022237423,0.095850362,0.018206971,0.11163481,0.27125822,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069958583,0.0068916255,0.18405361,0.044541115
